Header	GO
SL1344_RS00570	GO:0006082;GO:0006520;GO:0006807;GO:0008150;GO:0008152;GO:0008652;GO:0009058;GO:0009081;GO:0009082;GO:0009987;GO:0016053;GO:0019752;GO:0043436;GO:0044237;GO:0044238;GO:0044249;GO:0044281;GO:0044283;GO:0046394;GO:0071704;GO:1901564;GO:1901566;GO:1901576;GO:1901605;GO:1901607
SL1344_RS00575	GO:0006082;GO:0006520;GO:0006807;GO:0008150;GO:0008152;GO:0008652;GO:0009058;GO:0009081;GO:0009082;GO:0009987;GO:0016053;GO:0019752;GO:0043436;GO:0044237;GO:0044238;GO:0044249;GO:0044281;GO:0044283;GO:0046394;GO:0071704;GO:1901564;GO:1901566;GO:1901576;GO:1901605;GO:1901607
SL1344_RS00595	GO:0006082;GO:0006520;GO:0006807;GO:0008150;GO:0008152;GO:0008652;GO:0009058;GO:0009081;GO:0009082;GO:0009987;GO:0016053;GO:0019752;GO:0043436;GO:0044237;GO:0044238;GO:0044249;GO:0044281;GO:0044283;GO:0046394;GO:0071704;GO:1901564;GO:1901566;GO:1901576;GO:1901605;GO:1901607
SL1344_RS00600	GO:0006355;GO:0008150;GO:0009889;GO:0010468;GO:0010556;GO:0019219;GO:0019222;GO:0031323;GO:0031326;GO:0042221;GO:0050789;GO:0050794;GO:0050896;GO:0051171;GO:0051252;GO:0060255;GO:0065007;GO:0080090;GO:2001141
SL1344_RS00610	GO:0006139;GO:0006364;GO:0006396;GO:0006725;GO:0006807;GO:0008150;GO:0008152;GO:0009451;GO:0009987;GO:0016070;GO:0016072;GO:0032259;GO:0034470;GO:0034641;GO:0034660;GO:0043170;GO:0043412;GO:0044237;GO:0044238;GO:0046483;GO:0071704;GO:0090304;GO:1901360
SL1344_RS00615	GO:0000910;GO:0008150;GO:0009987;GO:0022402;GO:0022414;GO:0043093
SL1344_RS00620	GO:0000270;GO:0000910;GO:0000917;GO:0006022;GO:0006023;GO:0006024;GO:0006508;GO:0006807;GO:0008150;GO:0008152;GO:0008360;GO:0009058;GO:0009059;GO:0009252;GO:0009987;GO:0016043;GO:0019538;GO:0022402;GO:0022414;GO:0022603;GO:0022604;GO:0022607;GO:0030203;GO:0032506;GO:0043093;GO:0043170;GO:0044038;GO:0044238;GO:0045229;GO:0050789;GO:0050793;GO:0065007;GO:0065008;GO:0071554;GO:0071555;GO:0071704;GO:0071840;GO:0090529;GO:1901135;GO:1901137;GO:1901564;GO:1901566;GO:1901576
SL1344_RS00625	GO:0000270;GO:0006022;GO:0006023;GO:0006024;GO:0006807;GO:0007049;GO:0008150;GO:0008152;GO:0008360;GO:0009058;GO:0009059;GO:0009252;GO:0009987;GO:0016043;GO:0022603;GO:0022604;GO:0030203;GO:0043170;GO:0044038;GO:0045229;GO:0050789;GO:0050793;GO:0051301;GO:0065007;GO:0065008;GO:0071554;GO:0071555;GO:0071704;GO:0071840;GO:1901135;GO:1901137;GO:1901564;GO:1901566;GO:1901576
SL1344_RS00630	GO:0000270;GO:0006022;GO:0006023;GO:0006024;GO:0006807;GO:0007049;GO:0008150;GO:0008152;GO:0008360;GO:0009058;GO:0009059;GO:0009252;GO:0009987;GO:0016043;GO:0022603;GO:0022604;GO:0030203;GO:0043170;GO:0044038;GO:0045229;GO:0050789;GO:0050793;GO:0051301;GO:0065007;GO:0065008;GO:0071554;GO:0071555;GO:0071704;GO:0071840;GO:1901135;GO:1901137;GO:1901564;GO:1901566;GO:1901576
SL1344_RS00635	GO:0000270;GO:0006022;GO:0006023;GO:0006024;GO:0006807;GO:0007049;GO:0008150;GO:0008152;GO:0008360;GO:0009058;GO:0009059;GO:0009252;GO:0009987;GO:0016043;GO:0022603;GO:0022604;GO:0030203;GO:0043170;GO:0044038;GO:0045229;GO:0050789;GO:0050793;GO:0051301;GO:0065007;GO:0065008;GO:0071554;GO:0071555;GO:0071704;GO:0071840;GO:1901135;GO:1901137;GO:1901564;GO:1901566;GO:1901576
SL1344_RS00640	GO:0000270;GO:0006022;GO:0006023;GO:0006024;GO:0006807;GO:0007049;GO:0008150;GO:0008152;GO:0008360;GO:0009058;GO:0009059;GO:0009252;GO:0009987;GO:0016043;GO:0022603;GO:0022604;GO:0030203;GO:0043170;GO:0044038;GO:0045229;GO:0050789;GO:0050793;GO:0051301;GO:0065007;GO:0065008;GO:0071554;GO:0071555;GO:0071704;GO:0071840;GO:1901135;GO:1901137;GO:1901564;GO:1901566;GO:1901576
SL1344_RS00645	GO:0000270;GO:0000910;GO:0006022;GO:0006023;GO:0006024;GO:0006807;GO:0008150;GO:0008152;GO:0008360;GO:0009058;GO:0009059;GO:0009252;GO:0009987;GO:0016043;GO:0022402;GO:0022414;GO:0022603;GO:0022604;GO:0030203;GO:0043093;GO:0043170;GO:0044038;GO:0045229;GO:0050789;GO:0050793;GO:0065007;GO:0065008;GO:0071554;GO:0071555;GO:0071704;GO:0071840;GO:1901135;GO:1901137;GO:1901564;GO:1901566;GO:1901576
SL1344_RS00650	GO:0000270;GO:0005975;GO:0006022;GO:0006023;GO:0006024;GO:0006629;GO:0006807;GO:0007049;GO:0008150;GO:0008152;GO:0008360;GO:0009058;GO:0009059;GO:0009252;GO:0009987;GO:0016043;GO:0022603;GO:0022604;GO:0030203;GO:0043170;GO:0044038;GO:0044237;GO:0044238;GO:0044255;GO:0045229;GO:0050789;GO:0050793;GO:0051301;GO:0065007;GO:0065008;GO:0071554;GO:0071555;GO:0071704;GO:0071840;GO:1901135;GO:1901137;GO:1901564;GO:1901566;GO:1901576
SL1344_RS00655	GO:0000270;GO:0006022;GO:0006023;GO:0006024;GO:0006807;GO:0007049;GO:0008150;GO:0008152;GO:0008360;GO:0009058;GO:0009059;GO:0009252;GO:0009987;GO:0016043;GO:0022603;GO:0022604;GO:0030203;GO:0043170;GO:0044038;GO:0045229;GO:0050789;GO:0050793;GO:0051301;GO:0065007;GO:0065008;GO:0071554;GO:0071555;GO:0071704;GO:0071840;GO:1901135;GO:1901137;GO:1901564;GO:1901566;GO:1901576
SL1344_RS00660	GO:0000270;GO:0006022;GO:0006023;GO:0006024;GO:0006807;GO:0008150;GO:0008152;GO:0008360;GO:0009058;GO:0009059;GO:0009252;GO:0009987;GO:0016043;GO:0022603;GO:0022604;GO:0030203;GO:0043170;GO:0044038;GO:0045229;GO:0050789;GO:0050793;GO:0065007;GO:0065008;GO:0071554;GO:0071555;GO:0071704;GO:0071840;GO:1901135;GO:1901137;GO:1901564;GO:1901566;GO:1901576
SL1344_RS00665	GO:0000910;GO:0008150;GO:0009987;GO:0016043;GO:0022402;GO:0022414;GO:0022607;GO:0032506;GO:0043093;GO:0071840;GO:0090529
SL1344_RS00670	GO:0000910;GO:0008150;GO:0009987;GO:0022402;GO:0022414;GO:0043093
SL1344_RS00675	GO:0000910;GO:0000917;GO:0008150;GO:0009987;GO:0016043;GO:0022402;GO:0022414;GO:0022607;GO:0032506;GO:0043093;GO:0043933;GO:0065003;GO:0071840;GO:0090529
SL1344_RS00680	GO:0006629;GO:0006643;GO:0006644;GO:0006664;GO:0006793;GO:0006796;GO:0008150;GO:0008152;GO:0008610;GO:0008654;GO:0009058;GO:0009245;GO:0009247;GO:0009987;GO:0019637;GO:0044237;GO:0044238;GO:0044249;GO:0044255;GO:0046467;GO:0046493;GO:0071704;GO:0090407;GO:1901135;GO:1901137;GO:1901269;GO:1901271;GO:1901576;GO:1903509
SL1344_RS00690	GO:0006810;GO:0008104;GO:0008150;GO:0009987;GO:0015031;GO:0033036;GO:0045184;GO:0051179;GO:0051234;GO:0051641;GO:0055085;GO:0070727;GO:0071702;GO:0071705;GO:0071806
SL1344_RS00695	GO:0006139;GO:0006259;GO:0006281;GO:0006725;GO:0006807;GO:0006950;GO:0006974;GO:0008150;GO:0008152;GO:0009987;GO:0033554;GO:0034641;GO:0043170;GO:0044237;GO:0044238;GO:0046483;GO:0050896;GO:0051716;GO:0071704;GO:0090304;GO:1901360
SL1344_RS00705	GO:0006355;GO:0008150;GO:0009889;GO:0010468;GO:0010556;GO:0019219;GO:0019222;GO:0031323;GO:0031326;GO:0050789;GO:0050794;GO:0051171;GO:0051252;GO:0060255;GO:0065007;GO:0080090;GO:2001141
SL1344_RS00710	GO:0000910;GO:0000917;GO:0008150;GO:0009987;GO:0016043;GO:0022402;GO:0022414;GO:0022607;GO:0032506;GO:0043093;GO:0071840;GO:0090529
SL1344_RS00715	GO:0006139;GO:0006163;GO:0006164;GO:0006725;GO:0006753;GO:0006793;GO:0006796;GO:0006807;GO:0008150;GO:0008152;GO:0009058;GO:0009117;GO:0009150;GO:0009152;GO:0009165;GO:0009259;GO:0009260;GO:0009987;GO:0016310;GO:0018130;GO:0019438;GO:0019637;GO:0019693;GO:0033865;GO:0033866;GO:0033875;GO:0034030;GO:0034032;GO:0034033;GO:0034641;GO:0034654;GO:0044237;GO:0044238;GO:0044249;GO:0044271;GO:0044281;GO:0046390;GO:0046483;GO:0055086;GO:0071704;GO:0072521;GO:0072522;GO:0090407;GO:1901135;GO:1901137;GO:1901293;GO:1901360;GO:1901362;GO:1901564;GO:1901566;GO:1901576
SL1344_RS00720	GO:0006139;GO:0006163;GO:0006725;GO:0006753;GO:0006793;GO:0006796;GO:0006807;GO:0008150;GO:0008152;GO:0009117;GO:0009987;GO:0019637;GO:0034641;GO:0044237;GO:0044238;GO:0044281;GO:0046483;GO:0055086;GO:0071704;GO:0072521;GO:1901360;GO:1901564
SL1344_RS00740	GO:0006139;GO:0006163;GO:0006164;GO:0006725;GO:0006753;GO:0006793;GO:0006796;GO:0006807;GO:0008150;GO:0008152;GO:0009058;GO:0009117;GO:0009165;GO:0009987;GO:0018130;GO:0019362;GO:0019438;GO:0019637;GO:0034641;GO:0034654;GO:0044237;GO:0044238;GO:0044249;GO:0044271;GO:0044281;GO:0046483;GO:0046496;GO:0055086;GO:0071704;GO:0072521;GO:0072522;GO:0072524;GO:0072525;GO:0090407;GO:1901293;GO:1901360;GO:1901362;GO:1901564;GO:1901566;GO:1901576
SL1344_RS00745	GO:0000270;GO:0006022;GO:0006026;GO:0006807;GO:0008150;GO:0008152;GO:0009056;GO:0009057;GO:0009987;GO:0016043;GO:0030203;GO:0043170;GO:0045229;GO:0071554;GO:0071555;GO:0071704;GO:0071840;GO:1901135;GO:1901136;GO:1901564;GO:1901565;GO:1901575
SL1344_RS00755	GO:0005975;GO:0008150;GO:0008152;GO:0044238;GO:0071704
SL1344_RS00760	GO:0006810;GO:0006811;GO:0006812;GO:0006814;GO:0008150;GO:0008643;GO:0030001;GO:0051179;GO:0051234;GO:0071702
SL1344_RS00765	GO:0006810;GO:0006865;GO:0008150;GO:0009987;GO:0015711;GO:0015849;GO:0046942;GO:0051179;GO:0051234;GO:0055085;GO:0071702;GO:0071705
SL1344_RS00775	GO:0005975;GO:0006082;GO:0006090;GO:0006091;GO:0006096;GO:0008150;GO:0008152;GO:0009056;GO:0009987;GO:0016052;GO:0019752;GO:0032787;GO:0043436;GO:0044237;GO:0044238;GO:0044281;GO:0071704;GO:1901575
SL1344_RS00780	GO:0005975;GO:0006082;GO:0006090;GO:0006091;GO:0006096;GO:0008150;GO:0008152;GO:0009056;GO:0009987;GO:0016052;GO:0019752;GO:0032787;GO:0043436;GO:0044237;GO:0044238;GO:0044281;GO:0071704;GO:1901575
SL1344_RS00825	GO:0005975;GO:0006793;GO:0006796;GO:0008150;GO:0008152;GO:0009987;GO:0016310;GO:0044237;GO:0044238;GO:0071704
SL1344_RS00840	GO:0006576;GO:0006807;GO:0008150;GO:0008152;GO:0009058;GO:0009308;GO:0009987;GO:0034641;GO:0044237;GO:0044249;GO:0044271;GO:0071704;GO:1901564;GO:1901566;GO:1901576
SL1344_RS00845	GO:0006576;GO:0006807;GO:0008150;GO:0008152;GO:0009058;GO:0009308;GO:0009987;GO:0034641;GO:0044237;GO:0044249;GO:0044271;GO:0071704;GO:1901564;GO:1901566;GO:1901576
SL1344_RS00865	GO:0006139;GO:0006163;GO:0006164;GO:0006188;GO:0006725;GO:0006753;GO:0006793;GO:0006796;GO:0006807;GO:0008150;GO:0008152;GO:0009058;GO:0009116;GO:0009117;GO:0009119;GO:0009123;GO:0009124;GO:0009126;GO:0009127;GO:0009150;GO:0009152;GO:0009156;GO:0009161;GO:0009163;GO:0009165;GO:0009167;GO:0009168;GO:0009259;GO:0009260;GO:0009987;GO:0018130;GO:0019438;GO:0019637;GO:0019693;GO:0034404;GO:0034641;GO:0034654;GO:0042455;GO:0043094;GO:0044237;GO:0044238;GO:0044249;GO:0044271;GO:0044281;GO:0044283;GO:0046040;GO:0046390;GO:0046483;GO:0055086;GO:0071704;GO:0072521;GO:0072522;GO:0090407;GO:1901135;GO:1901137;GO:1901293;GO:1901360;GO:1901362;GO:1901564;GO:1901566;GO:1901576;GO:1901657;GO:1901659
SL1344_RS00870	GO:0008150;GO:0009605;GO:0009991;GO:0050896
SL1344_RS00885	GO:0007155;GO:0008150;GO:0009987
SL1344_RS00890	GO:0008150;GO:0008283;GO:0009297;GO:0009987;GO:0016043;GO:0022607;GO:0030030;GO:0030031;GO:0043711;GO:0071840
SL1344_RS00895	GO:0006457;GO:0008150;GO:0009987;GO:0016043;GO:0045229;GO:0061077;GO:0071554;GO:0071555;GO:0071840
SL1344_RS00900	GO:0007155;GO:0008150;GO:0009987
SL1344_RS00905	GO:0006793;GO:0006796;GO:0006810;GO:0008150;GO:0008152;GO:0008643;GO:0009401;GO:0009987;GO:0016310;GO:0034219;GO:0044237;GO:0051179;GO:0051234;GO:0055085;GO:0071702;GO:0098657;GO:0098704;GO:0098739
SL1344_RS00910	GO:0005975;GO:0008150;GO:0008152;GO:0044238;GO:0071704
SL1344_RS00915	GO:0006082;GO:0006520;GO:0006575;GO:0006766;GO:0006767;GO:0006807;GO:0008150;GO:0008152;GO:0008652;GO:0009058;GO:0009110;GO:0009987;GO:0016053;GO:0019752;GO:0032787;GO:0034641;GO:0042364;GO:0042398;GO:0043436;GO:0043603;GO:0043604;GO:0044237;GO:0044238;GO:0044249;GO:0044271;GO:0044281;GO:0044283;GO:0046394;GO:0071704;GO:0072330;GO:1901564;GO:1901566;GO:1901576;GO:1901605;GO:1901607
SL1344_RS00920	GO:0006082;GO:0006575;GO:0006766;GO:0006767;GO:0006807;GO:0008150;GO:0008152;GO:0009058;GO:0009110;GO:0009987;GO:0016053;GO:0019752;GO:0032787;GO:0034641;GO:0042364;GO:0042398;GO:0043436;GO:0043603;GO:0043604;GO:0044237;GO:0044249;GO:0044271;GO:0044281;GO:0044283;GO:0046394;GO:0071704;GO:0072330;GO:1901564;GO:1901566;GO:1901576
SL1344_RS00925	GO:0006082;GO:0006575;GO:0006766;GO:0006767;GO:0006807;GO:0008150;GO:0008152;GO:0009058;GO:0009110;GO:0009987;GO:0016053;GO:0019752;GO:0032259;GO:0032787;GO:0034641;GO:0042364;GO:0042398;GO:0043436;GO:0043603;GO:0043604;GO:0044237;GO:0044249;GO:0044271;GO:0044281;GO:0044283;GO:0046394;GO:0071704;GO:0072330;GO:1901564;GO:1901566;GO:1901576
SL1344_RS00930	GO:0006082;GO:0006575;GO:0006725;GO:0006760;GO:0006766;GO:0006767;GO:0006793;GO:0006796;GO:0006807;GO:0008150;GO:0008152;GO:0009058;GO:0009110;GO:0009987;GO:0016053;GO:0016310;GO:0018130;GO:0019438;GO:0019752;GO:0034641;GO:0042364;GO:0042398;GO:0042558;GO:0043436;GO:0043603;GO:0043604;GO:0043648;GO:0043650;GO:0044237;GO:0044249;GO:0044271;GO:0044281;GO:0044283;GO:0046394;GO:0046483;GO:0071704;GO:1901360;GO:1901362;GO:1901564;GO:1901566;GO:1901576
SL1344_RS00935	GO:0006139;GO:0006396;GO:0006725;GO:0006807;GO:0008150;GO:0008152;GO:0009987;GO:0016070;GO:0034641;GO:0043170;GO:0044237;GO:0044238;GO:0046483;GO:0071704;GO:0090304;GO:1901360
SL1344_RS00945	GO:0008150;GO:0009889;GO:0010468;GO:0010556;GO:0019222;GO:0050789;GO:0060255;GO:0065007
SL1344_RS00965	GO:0000270;GO:0006022;GO:0006023;GO:0006024;GO:0006508;GO:0006807;GO:0008150;GO:0008152;GO:0008360;GO:0009058;GO:0009059;GO:0009252;GO:0009987;GO:0016043;GO:0019538;GO:0022603;GO:0022604;GO:0030203;GO:0042221;GO:0043170;GO:0044038;GO:0044238;GO:0045229;GO:0046677;GO:0050789;GO:0050793;GO:0050896;GO:0065007;GO:0065008;GO:0071554;GO:0071555;GO:0071704;GO:0071840;GO:1901135;GO:1901137;GO:1901564;GO:1901566;GO:1901576
SL1344_RS00990	GO:0007155;GO:0008150;GO:0009987
SL1344_RS00995	GO:0008150;GO:0008283;GO:0009297;GO:0009987;GO:0016043;GO:0022607;GO:0030030;GO:0030031;GO:0043711;GO:0071840
SL1344_RS01000	GO:0006457;GO:0008150;GO:0009987;GO:0016043;GO:0045229;GO:0061077;GO:0071554;GO:0071555;GO:0071840
SL1344_RS01005	GO:0007155;GO:0008150;GO:0009987
SL1344_RS01010	GO:0007155;GO:0008150;GO:0009987
SL1344_RS01015	GO:0007155;GO:0008150;GO:0009987
SL1344_RS01025	GO:0006725;GO:0006778;GO:0006779;GO:0006807;GO:0008150;GO:0008152;GO:0009058;GO:0009987;GO:0018130;GO:0019438;GO:0033013;GO:0033014;GO:0034641;GO:0044237;GO:0044249;GO:0044271;GO:0046483;GO:0071704;GO:1901360;GO:1901362;GO:1901564;GO:1901566;GO:1901576
SL1344_RS01035	GO:0006790;GO:0008150;GO:0008152;GO:0009987;GO:0016043;GO:0016226;GO:0022607;GO:0031163;GO:0044237;GO:0071840
SL1344_RS01045	GO:0006810;GO:0008150;GO:0051179;GO:0051234;GO:0071702;GO:0071705
SL1344_RS01050	GO:0000096;GO:0000097;GO:0006082;GO:0006139;GO:0006520;GO:0006725;GO:0006790;GO:0006807;GO:0008150;GO:0008152;GO:0008652;GO:0009056;GO:0009058;GO:0009066;GO:0009067;GO:0009116;GO:0009987;GO:0016053;GO:0019439;GO:0019752;GO:0034641;GO:0034655;GO:0043094;GO:0043436;GO:0044237;GO:0044238;GO:0044248;GO:0044249;GO:0044270;GO:0044272;GO:0044281;GO:0044282;GO:0044283;GO:0046394;GO:0046483;GO:0046700;GO:0055086;GO:0071704;GO:0072521;GO:1901135;GO:1901136;GO:1901360;GO:1901361;GO:1901564;GO:1901565;GO:1901566;GO:1901575;GO:1901576;GO:1901605;GO:1901607;GO:1901657
SL1344_RS01055	GO:0006139;GO:0006163;GO:0006725;GO:0006753;GO:0006793;GO:0006796;GO:0006807;GO:0008150;GO:0008152;GO:0009056;GO:0009117;GO:0009262;GO:0009987;GO:0019439;GO:0019637;GO:0034641;GO:0034655;GO:0044237;GO:0044238;GO:0044248;GO:0044270;GO:0044281;GO:0046434;GO:0046483;GO:0046700;GO:0055086;GO:0071704;GO:0072521;GO:1901135;GO:1901136;GO:1901360;GO:1901361;GO:1901564;GO:1901565;GO:1901575
SL1344_RS01060	GO:0006508;GO:0006807;GO:0008150;GO:0008152;GO:0019538;GO:0043170;GO:0044238;GO:0071704;GO:1901564
SL1344_RS01080	GO:0006082;GO:0006520;GO:0006553;GO:0006807;GO:0008150;GO:0008152;GO:0008652;GO:0009058;GO:0009066;GO:0009067;GO:0009085;GO:0009089;GO:0009987;GO:0016053;GO:0019752;GO:0043436;GO:0043648;GO:0043650;GO:0044237;GO:0044238;GO:0044249;GO:0044281;GO:0044283;GO:0046394;GO:0046451;GO:0071704;GO:1901564;GO:1901566;GO:1901576;GO:1901605;GO:1901607
SL1344_RS01085	GO:0006807;GO:0008150;GO:0008152;GO:0050789;GO:0065007
SL1344_RS01090	GO:0006508;GO:0006807;GO:0008150;GO:0008152;GO:0019538;GO:0043170;GO:0044238;GO:0071704;GO:1901564
SL1344_RS01095	GO:0006412;GO:0006518;GO:0006807;GO:0008150;GO:0008152;GO:0009058;GO:0009059;GO:0009987;GO:0019538;GO:0034641;GO:0043043;GO:0043170;GO:0043603;GO:0043604;GO:0044237;GO:0044238;GO:0044249;GO:0044271;GO:0071704;GO:1901564;GO:1901566;GO:1901576
SL1344_RS01105	GO:0006139;GO:0006220;GO:0006221;GO:0006725;GO:0006753;GO:0006793;GO:0006796;GO:0006807;GO:0008150;GO:0008152;GO:0009058;GO:0009117;GO:0009165;GO:0009218;GO:0009220;GO:0009259;GO:0009260;GO:0009987;GO:0016310;GO:0018130;GO:0019438;GO:0019637;GO:0019693;GO:0034641;GO:0034654;GO:0044237;GO:0044238;GO:0044249;GO:0044271;GO:0044281;GO:0046390;GO:0046483;GO:0055086;GO:0071704;GO:0072527;GO:0072528;GO:0090407;GO:1901135;GO:1901137;GO:1901293;GO:1901360;GO:1901362;GO:1901564;GO:1901566;GO:1901576
SL1344_RS01110	GO:0008150;GO:0009987;GO:0016043;GO:0043933;GO:0071840
SL1344_RS01115	GO:0006081;GO:0006082;GO:0006090;GO:0006629;GO:0006644;GO:0006720;GO:0006793;GO:0006796;GO:0008150;GO:0008152;GO:0008299;GO:0008610;GO:0008654;GO:0009058;GO:0009987;GO:0019637;GO:0019752;GO:0032787;GO:0043436;GO:0044237;GO:0044238;GO:0044249;GO:0044255;GO:0044281;GO:0071704;GO:0090407;GO:1901135;GO:1901576
SL1344_RS01120	GO:0000270;GO:0006022;GO:0006023;GO:0006024;GO:0006807;GO:0008150;GO:0008152;GO:0008360;GO:0009058;GO:0009059;GO:0009252;GO:0009987;GO:0016043;GO:0022603;GO:0022604;GO:0030203;GO:0043170;GO:0044038;GO:0045229;GO:0050789;GO:0050793;GO:0065007;GO:0065008;GO:0071554;GO:0071555;GO:0071704;GO:0071840;GO:1901135;GO:1901137;GO:1901564;GO:1901566;GO:1901576
SL1344_RS01125	GO:0006629;GO:0006644;GO:0006650;GO:0006793;GO:0006796;GO:0008150;GO:0008152;GO:0008610;GO:0008654;GO:0009058;GO:0009987;GO:0019637;GO:0044237;GO:0044238;GO:0044249;GO:0044255;GO:0045017;GO:0046474;GO:0046486;GO:0071704;GO:0090407;GO:1901576
SL1344_RS01130	GO:0006508;GO:0006807;GO:0008150;GO:0008152;GO:0019538;GO:0043170;GO:0044238;GO:0071704;GO:1901564
SL1344_RS01135	GO:0008104;GO:0008150;GO:0009987;GO:0016043;GO:0022607;GO:0033036;GO:0043165;GO:0045184;GO:0051179;GO:0051234;GO:0051641;GO:0051668;GO:0061024;GO:0070727;GO:0071709;GO:0071840;GO:0072657
SL1344_RS01145	GO:0006629;GO:0006643;GO:0006644;GO:0006664;GO:0006793;GO:0006796;GO:0008150;GO:0008152;GO:0008610;GO:0008654;GO:0009058;GO:0009245;GO:0009247;GO:0009987;GO:0019637;GO:0044237;GO:0044238;GO:0044249;GO:0044255;GO:0046467;GO:0046493;GO:0071704;GO:0090407;GO:1901135;GO:1901137;GO:1901269;GO:1901271;GO:1901576;GO:1903509
SL1344_RS01150	GO:0006082;GO:0006629;GO:0006631;GO:0006633;GO:0006643;GO:0006644;GO:0006664;GO:0006793;GO:0006796;GO:0008150;GO:0008152;GO:0008610;GO:0008654;GO:0009058;GO:0009245;GO:0009247;GO:0009987;GO:0016053;GO:0019637;GO:0019752;GO:0032787;GO:0043436;GO:0044237;GO:0044238;GO:0044249;GO:0044255;GO:0044281;GO:0044283;GO:0046394;GO:0046467;GO:0046493;GO:0071704;GO:0072330;GO:0090407;GO:1901135;GO:1901137;GO:1901269;GO:1901271;GO:1901576;GO:1903509
SL1344_RS01155	GO:0006629;GO:0006643;GO:0006644;GO:0006664;GO:0006793;GO:0006796;GO:0008150;GO:0008152;GO:0008610;GO:0008654;GO:0009058;GO:0009245;GO:0009247;GO:0009987;GO:0019637;GO:0044237;GO:0044238;GO:0044249;GO:0044255;GO:0046467;GO:0046493;GO:0071704;GO:0090407;GO:1901135;GO:1901137;GO:1901269;GO:1901271;GO:1901576;GO:1903509
SL1344_RS01160	GO:0006629;GO:0006643;GO:0006644;GO:0006664;GO:0006793;GO:0006796;GO:0008150;GO:0008152;GO:0008610;GO:0008654;GO:0009058;GO:0009245;GO:0009247;GO:0009987;GO:0019637;GO:0044237;GO:0044238;GO:0044249;GO:0044255;GO:0046467;GO:0046493;GO:0071704;GO:0090407;GO:1901135;GO:1901137;GO:1901269;GO:1901271;GO:1901576;GO:1903509
SL1344_RS01165	GO:0006139;GO:0006725;GO:0006807;GO:0008150;GO:0008152;GO:0009056;GO:0009057;GO:0009987;GO:0016070;GO:0019439;GO:0034641;GO:0034655;GO:0043170;GO:0044237;GO:0044238;GO:0044248;GO:0044270;GO:0046483;GO:0046700;GO:0071704;GO:0090304;GO:1901360;GO:1901361;GO:1901575
SL1344_RS01170	GO:0006139;GO:0006259;GO:0006260;GO:0006725;GO:0006807;GO:0008150;GO:0008152;GO:0009987;GO:0034641;GO:0043170;GO:0044237;GO:0044238;GO:0046483;GO:0071704;GO:0090304;GO:1901360
SL1344_RS01175	GO:0006082;GO:0006139;GO:0006163;GO:0006164;GO:0006629;GO:0006631;GO:0006633;GO:0006637;GO:0006725;GO:0006753;GO:0006790;GO:0006793;GO:0006796;GO:0006807;GO:0008150;GO:0008152;GO:0008610;GO:0009058;GO:0009117;GO:0009150;GO:0009152;GO:0009165;GO:0009259;GO:0009260;GO:0009987;GO:0016053;GO:0018130;GO:0019438;GO:0019637;GO:0019693;GO:0019752;GO:0032787;GO:0033865;GO:0033866;GO:0033875;GO:0034030;GO:0034032;GO:0034033;GO:0034641;GO:0034654;GO:0035383;GO:0043436;GO:0043603;GO:0043604;GO:0044237;GO:0044238;GO:0044249;GO:0044255;GO:0044271;GO:0044272;GO:0044281;GO:0044283;GO:0046390;GO:0046394;GO:0046483;GO:0055086;GO:0071704;GO:0072330;GO:0072521;GO:0072522;GO:0090407;GO:1901135;GO:1901137;GO:1901293;GO:1901360;GO:1901362;GO:1901564;GO:1901566;GO:1901576
SL1344_RS01180	GO:0006022;GO:0006026;GO:0006040;GO:0006807;GO:0008150;GO:0008152;GO:0009056;GO:0009057;GO:0043170;GO:0071704;GO:1901135;GO:1901136;GO:1901564;GO:1901565;GO:1901575
SL1344_RS01185	GO:0006082;GO:0006520;GO:0006807;GO:0008150;GO:0008152;GO:0009987;GO:0019752;GO:0043436;GO:0044237;GO:0044238;GO:0044281;GO:0071704;GO:1901564
SL1344_RS01195	GO:0006139;GO:0006396;GO:0006399;GO:0006400;GO:0006725;GO:0006807;GO:0008033;GO:0008150;GO:0008152;GO:0009451;GO:0009987;GO:0016070;GO:0034470;GO:0034641;GO:0034660;GO:0043170;GO:0043412;GO:0044237;GO:0044238;GO:0046483;GO:0071704;GO:0090304;GO:1901360
SL1344_RS01225	GO:0006082;GO:0006139;GO:0006399;GO:0006418;GO:0006520;GO:0006725;GO:0006807;GO:0008150;GO:0008152;GO:0009987;GO:0016070;GO:0019752;GO:0034641;GO:0034660;GO:0043038;GO:0043039;GO:0043170;GO:0043436;GO:0044237;GO:0044238;GO:0044281;GO:0046483;GO:0071704;GO:0090304;GO:1901360;GO:1901564
SL1344_RS01230	GO:0008150;GO:0008152;GO:0032259
SL1344_RS01235	GO:0007165;GO:0008150;GO:0009987;GO:0035556;GO:0050789;GO:0050794;GO:0065007
SL1344_RS01245	GO:0006810;GO:0008150;GO:0009987;GO:0051179;GO:0051234;GO:0055085
SL1344_RS01255	GO:0005975;GO:0006139;GO:0006725;GO:0006793;GO:0006807;GO:0008150;GO:0008152;GO:0009058;GO:0009225;GO:0009226;GO:0009987;GO:0018130;GO:0019438;GO:0034641;GO:0034654;GO:0044237;GO:0044238;GO:0044249;GO:0044271;GO:0044281;GO:0046483;GO:0055086;GO:0071704;GO:1901135;GO:1901137;GO:1901360;GO:1901362;GO:1901576
